tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184
Census Tract 9806,6075980600,,160.0,56356.0,28000.0,80.0,19500.0,99.0,38.3,76.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,33.0,13.0,18.0,11.0,65.0,34.0,35.0,58365.0,65398.0,86633.0,38.0,72.1,16.3,0.0,99.0,56.7,17.2,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,26.1,24.6,9.7,13.4,8.2,48.5,25.4,26.1,17.6,0.0,0.0,20.8,8.0,16.0,0.0,37.6,0.0,0.0,467.0,37.9,229.0,39.6,238.0,36.3,108.0,163.0,154.0,9.0,154.0,99.0,55.0,49.0,51.0,70.1,94.5,5.5,100.0,64.3,35.7
Census Tract 9805.01,6075980501,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#portola,192.0,44582.0,13634.0,116.0,33217.0,192.0,39.2,78.0,0.0,40.0,29.0,0.0,29.0,0.0,55.0,16.0,0.0,12.0,0.0,11.0,55.0,14.0,0.0,0.0,151.0,0.0,41.0,17781.0,34246.0,58115.0,11.0,35.2,0.0,0.0,192.0,40.6,0.0,20.8,15.1,23.4,0.0,15.1,0.0,28.6,8.3,0.0,6.3,0.0,5.7,28.6,7.3,0.0,0.0,78.6,0.0,21.4,12.0,22.5,28.4,16.4,7.6,0.0,4.7,4.4,4.0,0.0,797.0,45.3,353.0,39.6,444.0,49.0,146.0,229.0,223.0,6.0,223.0,64.0,159.0,44.3,55.7,65.5,97.4,2.6,100.0,28.7,71.3
Census Tract 9802,6075980200,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,142.0,196505.0,50820.0,36.0,52396.0,142.0,28.3,88.0,9.0,32.0,13.0,0.0,36.0,0.0,0.0,20.0,0.0,0.0,9.0,30.0,26.0,0.0,0.0,21.0,121.0,21.0,0.0,94479.0,141397.0,156751.0,0.0,51.1,0.0,0.0,142.0,62.0,6.3,22.5,9.2,0.0,0.0,25.4,0.0,0.0,14.1,0.0,0.0,6.3,21.1,18.3,0.0,0.0,14.8,85.2,14.8,0.0,9.7,0.0,0.0,9.7,0.0,20.4,12.9,9.7,0.0,37.6,320.0,62.5,245.0,64.7,75.0,47.3,33.0,68.0,62.0,6.0,62.0,36.0,26.0,76.6,23.4,53.2,91.2,8.8,100.0,58.1,41.9
Census Tract 125.02,6075012502,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1032.0,31667.0,11584.0,1805.0,18679.0,828.0,27.1,164.0,259.0,245.0,112.0,0.0,55.0,53.0,0.0,43.0,70.0,0.0,175.0,14.0,224.0,81.0,99.0,35.0,761.0,88.0,0.0,11440.0,16003.0,28374.0,280.0,33.6,17.7,17.3,828.0,19.3,30.5,28.9,13.2,8.1,0.0,6.5,6.2,0.0,5.1,8.2,0.0,20.6,1.6,26.4,9.5,11.7,4.1,89.6,10.4,0.0,32.6,32.1,18.0,8.8,3.6,4.9,0.0,0.0,0.0,0.0,3821.0,51.8,2339.0,50.3,1482.0,54.8,509.0,2309.0,2034.0,275.0,2034.0,4.0,2030.0,61.2,38.8,25.0,88.1,11.9,100.0,0.2,99.8
Census Tract 123.02,6075012302,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1257.0,86431.0,30162.0,1568.0,33082.0,946.0,29.1,501.0,230.0,245.0,33.0,0.0,27.0,40.0,25.0,44.0,19.0,57.0,24.0,251.0,160.0,262.0,43.0,89.0,843.0,152.0,46.0,24375.0,36833.0,51175.0,135.0,61.2,17.2,9.9,946.0,48.1,22.1,23.5,3.2,3.1,0.0,2.6,3.8,2.4,4.2,1.8,5.5,2.3,24.1,15.4,25.2,4.1,8.5,81.0,14.6,4.4,28.1,5.3,17.2,15.2,4.6,16.6,3.3,7.9,1.8,0.0,3073.0,33.0,1746.0,36.8,1327.0,29.3,258.0,2388.0,2098.0,290.0,2098.0,4.0,2094.0,56.8,43.2,12.3,87.9,12.1,100.0,0.2,99.8
Census Tract 123.01,6075012301,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1179.0,44059.0,17251.0,1087.0,17660.0,1151.0,30.4,224.0,528.0,292.0,41.0,0.0,0.0,10.0,0.0,220.0,28.0,22.0,56.0,116.0,110.0,452.0,112.0,25.0,1048.0,88.0,15.0,13615.0,27172.0,38539.0,83.0,52.3,2.4,6.2,1151.0,19.5,45.9,25.4,3.6,5.7,0.0,0.0,0.9,0.0,19.1,2.4,1.9,4.9,10.1,9.6,39.3,9.7,2.2,91.1,7.6,1.3,31.9,22.1,8.0,12.3,11.9,7.3,0.0,5.8,0.8,0.0,2734.0,46.3,1746.0,46.1,988.0,46.6,365.0,1786.0,1559.0,227.0,1559.0,8.0,1551.0,63.9,36.1,23.4,87.3,12.7,100.0,0.5,99.5
Census Tract 9809,6075980900,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Silver_Terrace,305.0,142438.0,85280.0,107.0,93189.0,305.0,31.9,210.0,11.0,61.0,0.0,0.0,20.0,49.0,0.0,52.0,0.0,0.0,9.0,68.0,88.0,19.0,0.0,0.0,247.0,41.0,17.0,149914.0,152746.0,146806.0,9.0,97.1,0.0,12.7,305.0,68.9,3.6,20.0,0.0,7.5,0.0,6.6,16.1,0.0,17.0,0.0,0.0,3.0,22.3,28.9,6.2,0.0,0.0,81.0,13.4,5.6,5.1,0.0,0.0,0.0,0.0,12.9,11.2,21.3,18.0,31.5,350.0,37.8,211.0,39.0,139.0,35.8,43.0,160.0,146.0,14.0,146.0,26.0,120.0,60.3,39.7,29.5,91.3,8.8,100.0,17.8,82.2
Census Tract 105,6075010500,http://www.roughguides.com/travel/north-america/usa/san-francisco/the-northern-waterfront.aspx,1693.0,206447.0,106757.0,924.0,97656.0,1583.0,21.2,1133.0,84.0,353.0,0.0,0.0,24.0,46.0,22.0,19.0,7.0,72.0,354.0,435.0,307.0,63.0,156.0,90.0,1195.0,165.0,235.0,117115.0,166992.0,154609.0,0.0,71.3,5.8,0.0,1583.0,71.0,5.3,22.1,0.0,1.6,0.0,1.5,2.9,1.4,1.2,0.4,4.5,22.2,27.3,19.2,3.9,9.8,5.6,74.9,10.3,14.7,1.6,3.0,3.2,2.0,1.2,13.5,8.2,31.1,8.0,28.1,2685.0,50.2,1390.0,48.5,1295.0,52.0,541.0,1985.0,1682.0,303.0,1682.0,384.0,1298.0,51.8,48.2,32.2,84.7,15.3,100.0,22.8,77.2
Census Tract 104,6075010400,http://www.roughguides.com/travel/north-america/usa/san-francisco/the-northern-waterfront.aspx,2955.0,185513.0,73481.0,1677.0,53890.0,2660.0,24.8,1854.0,270.0,473.0,45.0,0.0,0.0,198.0,33.0,231.0,132.0,165.0,426.0,858.0,396.0,138.0,76.0,111.0,1998.0,358.0,408.0,77857.0,125516.0,128980.0,0.0,74.8,6.5,0.0,2660.0,67.1,9.8,17.1,1.6,4.4,0.0,0.0,7.2,1.2,8.4,4.8,6.0,15.4,31.0,14.3,5.0,2.7,4.0,72.3,13.0,14.8,5.3,2.8,7.1,5.9,11.3,16.8,10.0,18.7,7.2,14.9,4545.0,41.0,2363.0,40.5,2182.0,41.9,848.0,2884.0,2479.0,405.0,2479.0,738.0,1741.0,52.0,48.0,34.2,86.0,14.0,100.0,29.8,70.2
Census Tract 103,6075010300,http://www.sfgate.com/neighborhoods/sf/russianhill/,2637.0,178750.0,60781.0,1252.0,47031.0,2310.0,22.6,1306.0,296.0,551.0,106.0,0.0,65.0,123.0,40.0,109.0,124.0,126.0,293.0,674.0,309.0,257.0,174.0,98.0,1817.0,286.0,289.0,99840.0,127763.0,124689.0,32.0,66.4,9.3,13.3,2310.0,54.6,12.4,23.0,4.4,5.6,0.0,2.7,5.1,1.7,4.6,5.2,5.3,12.2,28.2,12.9,10.7,7.3,4.1,76.0,12.0,12.1,11.0,5.1,4.0,4.1,6.4,12.1,7.5,20.6,8.0,21.2,3852.0,40.3,1929.0,39.1,1923.0,41.2,729.0,2341.0,2026.0,315.0,2026.0,534.0,1492.0,50.1,49.9,36.0,86.5,13.5,100.0,26.4,73.6
Census Tract 102,6075010200,,2848.0,175115.0,80739.0,1984.0,67479.0,2630.0,24.4,1630.0,306.0,662.0,12.0,0.0,41.0,149.0,132.0,121.0,40.0,86.0,481.0,924.0,333.0,298.0,60.0,27.0,2069.0,115.0,508.0,89096.0,121631.0,120658.0,0.0,72.8,5.5,1.9,2630.0,60.5,11.4,24.6,0.4,3.0,0.0,1.5,5.5,4.9,4.5,1.5,3.2,17.9,34.3,12.4,11.1,2.2,1.0,76.9,4.3,18.9,1.2,4.2,6.6,9.1,6.9,14.3,13.9,11.1,16.2,16.4,4143.0,38.9,1989.0,39.6,2154.0,38.2,705.0,2969.0,2544.0,425.0,2544.0,714.0,1830.0,48.0,52.0,27.7,85.7,14.3,100.0,28.1,71.9
Census Tract 101,6075010100,http://www.roughguides.com/travel/north-america/usa/san-francisco/the-northern-waterfront.aspx,2236.0,92317.0,41840.0,1568.0,50106.0,2060.0,28.0,1279.0,230.0,490.0,22.0,0.0,44.0,45.0,35.0,217.0,26.0,96.0,381.0,626.0,267.0,221.0,105.0,36.0,1762.0,122.0,215.0,54095.0,69502.0,85671.0,43.0,65.1,6.1,21.4,2060.0,60.9,11.0,23.3,1.0,3.7,0.0,2.1,2.1,1.7,10.3,1.2,4.6,18.2,29.8,12.7,10.5,5.0,1.7,83.9,5.8,10.2,10.5,11.3,12.2,1.8,11.6,15.0,13.2,13.0,6.4,4.9,3739.0,38.7,1754.0,38.5,1985.0,39.1,713.0,2267.0,2090.0,177.0,2090.0,383.0,1707.0,46.9,53.1,34.1,92.2,7.8,100.0,18.3,81.7
Census Tract 9803,6075980300,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parnassus,21.0,0.0,67863.0,12.0,54167.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,12.0,0.0,125313.0,0.0,0.0,0.0,70.0,0.0,0.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,57.1,0.0,0.0,0.0,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.0,57.1,0.0,0.0,171.0,36.0,114.0,37.5,57.0,30.4,1.0,37.0,34.0,3.0,34.0,0.0,34.0,66.7,33.3,2.9,91.9,8.1,100.0,0.0,100.0
Census Tract 614,6075061400,,3529.0,115306.0,44919.0,1164.0,43782.0,3142.0,28.6,1772.0,434.0,673.0,96.0,0.0,88.0,223.0,128.0,208.0,87.0,245.0,302.0,642.0,505.0,372.0,116.0,238.0,2421.0,459.0,274.0,72143.0,104699.0,109396.0,256.0,75.6,10.3,16.7,3142.0,56.2,13.8,21.3,3.0,5.7,0.0,2.8,7.1,4.1,6.6,2.8,7.8,9.6,20.4,16.0,11.8,3.7,7.5,76.8,14.6,8.7,5.0,7.8,8.3,8.0,7.6,13.4,9.5,17.9,9.0,13.6,5395.0,35.4,2708.0,35.8,2687.0,34.8,1163.0,2552.0,2354.0,198.0,2354.0,1047.0,1307.0,50.2,49.8,49.4,92.2,7.8,100.0,44.5,55.5
Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8
Census Tract 612,6075061200,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Silver_Terrace,1766.0,59634.0,17911.0,408.0,25216.0,1530.0,24.7,296.0,298.0,435.0,386.0,12.0,352.0,53.0,43.0,469.0,106.0,12.0,28.0,81.0,166.0,141.0,36.0,64.0,1321.0,186.0,56.0,43293.0,53515.0,57270.0,101.0,62.4,11.5,11.7,1530.0,18.9,19.1,27.8,24.7,9.5,0.8,22.5,3.4,2.8,30.0,6.8,0.8,1.8,5.2,10.6,9.0,2.3,4.1,84.5,11.9,3.6,6.0,9.4,12.2,16.6,16.3,15.8,6.6,13.4,3.7,0.0,4089.0,35.6,2155.0,34.6,1934.0,36.8,766.0,1235.0,1115.0,120.0,1115.0,450.0,665.0,52.7,47.3,68.7,90.3,9.7,100.0,40.4,59.6
Census Tract 611,6075061100,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3
Census Tract 478.02,6075047802,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2749.0,109061.0,35577.0,774.0,40638.0,2542.0,29.7,1111.0,312.0,939.0,65.0,0.0,117.0,80.0,66.0,465.0,37.0,0.0,221.0,403.0,899.0,73.0,63.0,156.0,1683.0,451.0,400.0,86563.0,91548.0,89180.0,20.0,72.3,6.1,0.0,2542.0,43.1,12.1,36.4,2.5,5.9,0.0,4.5,3.1,2.6,18.0,1.4,0.0,8.6,15.6,34.8,2.8,2.4,6.0,65.2,17.5,15.5,1.9,2.3,6.2,6.5,13.1,15.1,22.9,15.3,6.7,9.9,3656.0,41.6,1758.0,40.1,1898.0,42.9,835.0,1617.0,1497.0,120.0,1497.0,550.0,947.0,48.1,51.9,55.8,92.6,7.4,100.0,36.7,63.3
Census Tract 478.01,6075047801,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2271.0,99166.0,34417.0,548.0,42654.0,1943.0,36.2,1058.0,335.0,437.0,72.0,0.0,70.0,75.0,92.0,264.0,81.0,181.0,134.0,217.0,488.0,257.0,19.0,80.0,1456.0,339.0,163.0,78056.0,88630.0,92719.0,82.0,65.9,13.8,5.8,1943.0,54.0,17.1,22.3,3.7,2.9,0.0,3.6,3.8,4.7,13.5,4.1,9.2,6.8,11.1,24.9,13.1,1.0,4.1,74.4,17.3,8.3,1.4,6.4,7.4,5.6,17.5,11.5,14.3,18.1,11.9,6.0,4005.0,43.9,1883.0,43.1,2122.0,44.7,956.0,1770.0,1634.0,136.0,1634.0,737.0,897.0,47.0,53.0,58.5,92.3,7.7,100.0,45.1,54.9
Census Tract 426.02,6075042602,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2239.0,127870.0,42992.0,762.0,43556.0,1751.0,28.6,1029.0,226.0,529.0,48.0,13.0,50.0,78.0,27.0,229.0,52.0,118.0,175.0,410.0,412.0,161.0,97.0,49.0,1502.0,152.0,217.0,72819.0,104057.0,110973.0,46.0,72.2,16.4,11.2,1751.0,55.0,12.1,28.3,2.6,2.1,0.7,2.7,4.2,1.4,12.2,2.8,6.3,9.4,21.9,22.0,8.6,5.2,2.6,80.3,8.1,11.6,5.7,1.8,8.1,7.9,17.1,12.4,15.2,6.7,7.9,17.3,3243.0,39.3,1517.0,38.8,1726.0,39.9,760.0,1548.0,1411.0,137.0,1411.0,492.0,919.0,46.8,53.2,53.9,91.1,8.9,100.0,34.9,65.1
Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261.0,125609.0,47349.0,938.0,45697.0,2159.0,31.1,1213.0,253.0,582.0,58.0,11.0,30.0,247.0,0.0,161.0,82.0,110.0,250.0,412.0,504.0,269.0,62.0,71.0,1669.0,288.0,252.0,65107.0,97710.0,106590.0,20.0,72.0,1.7,6.0,2159.0,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0.0,7.3,3.7,5.0,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13.0,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687.0,40.9,1718.0,40.2,1969.0,41.9,871.0,1855.0,1679.0,176.0,1679.0,449.0,1230.0,46.6,53.4,51.9,90.5,9.5,100.0,26.7,73.3
Census Tract 332.04,6075033204,,2231.0,60556.0,24803.0,858.0,26654.0,2124.0,25.8,987.0,312.0,736.0,17.0,0.0,40.0,26.0,13.0,344.0,25.0,37.0,346.0,146.0,708.0,297.0,145.0,11.0,1577.0,442.0,102.0,46190.0,53971.0,55896.0,17.0,66.3,4.2,22.5,2124.0,46.2,14.6,34.4,0.8,4.0,0.0,1.9,1.2,0.6,16.1,1.2,1.7,16.2,6.8,33.1,13.9,6.8,0.5,73.8,20.7,4.8,12.0,8.8,8.1,14.3,12.3,13.3,19.6,5.8,5.9,0.0,3821.0,25.5,1625.0,27.0,2196.0,24.4,608.0,1770.0,1598.0,172.0,1598.0,0.0,1598.0,42.5,57.5,38.0,90.3,9.7,100.0,0.0,100.0
Census Tract 332.03,6075033203,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Merced_Heights,1939.0,98172.0,31990.0,864.0,19441.0,1807.0,31.7,832.0,455.0,500.0,25.0,0.0,0.0,8.0,18.0,359.0,162.0,112.0,222.0,174.0,418.0,198.0,45.0,114.0,1399.0,370.0,61.0,59875.0,71361.0,76627.0,0.0,65.9,5.6,10.4,1807.0,45.5,24.9,27.3,1.4,1.0,0.0,0.0,0.4,1.0,19.6,8.9,6.1,12.1,9.5,22.8,10.8,2.5,6.2,76.4,20.2,3.3,13.6,3.6,7.5,3.7,11.7,27.3,5.5,15.3,9.0,2.7,3472.0,29.9,1653.0,29.5,1819.0,30.4,689.0,1614.0,1478.0,136.0,1478.0,1.0,1477.0,47.6,52.4,46.6,91.6,8.4,100.0,0.1,99.9
Census Tract 329.02,6075032902,http://www.sfgate.com/neighborhoods/sf/outersunset/,1980.0,113385.0,36284.0,527.0,48513.0,1664.0,39.0,817.0,166.0,472.0,106.0,0.0,98.0,197.0,0.0,183.0,70.0,23.0,183.0,388.0,320.0,87.0,29.0,168.0,1259.0,381.0,106.0,77037.0,95613.0,105320.0,67.0,64.9,11.8,2.1,1664.0,46.8,9.5,27.0,6.1,10.6,0.0,5.6,11.3,0.0,10.5,4.0,1.3,10.5,22.2,18.3,5.0,1.7,9.6,72.1,21.8,6.1,1.0,6.3,8.5,7.2,10.8,14.5,14.1,19.2,13.5,4.8,3831.0,44.4,1820.0,43.1,2011.0,45.5,934.0,1394.0,1313.0,81.0,1313.0,927.0,386.0,47.5,52.5,71.1,94.2,5.8,100.0,70.6,29.4
Census Tract 329.01,6075032901,http://www.sfgate.com/neighborhoods/sf/outersunset/,3124.0,107705.0,32545.0,395.0,44068.0,2821.0,34.6,1514.0,348.0,720.0,129.0,0.0,98.0,169.0,85.0,170.0,5.0,38.0,451.0,419.0,901.0,239.0,101.0,178.0,1948.0,666.0,227.0,92706.0,98228.0,105746.0,0.0,64.6,8.6,3.5,2821.0,53.0,12.2,25.2,4.5,5.0,0.0,3.4,5.9,3.0,6.0,0.2,1.3,15.8,14.7,31.6,8.4,3.5,6.2,68.3,23.3,8.0,2.6,3.6,5.7,4.6,7.4,19.6,13.8,19.7,17.9,5.1,5021.0,43.7,2431.0,41.4,2590.0,45.8,1218.0,1806.0,1700.0,106.0,1700.0,1166.0,534.0,48.4,51.6,71.6,94.1,5.9,100.0,68.6,31.4
Census Tract 328.02,6075032802,http://www.sfgate.com/neighborhoods/sf/outersunset/,1889.0,83112.0,28150.0,483.0,37115.0,1701.0,34.6,888.0,319.0,325.0,146.0,13.0,95.0,44.0,79.0,123.0,99.0,43.0,132.0,321.0,451.0,164.0,74.0,110.0,1202.0,334.0,212.0,59792.0,75737.0,83576.0,0.0,55.7,7.5,13.7,1701.0,50.8,18.2,18.6,8.4,4.0,0.7,5.4,2.5,4.5,7.0,5.7,2.5,7.6,18.4,25.8,9.4,4.2,6.3,68.8,19.1,12.1,3.9,7.2,19.0,4.4,7.0,18.4,13.4,15.0,6.5,5.4,4047.0,42.2,1981.0,39.6,2066.0,44.6,921.0,1540.0,1443.0,97.0,1443.0,854.0,589.0,48.9,51.1,63.8,93.7,6.3,100.0,59.2,40.8
Census Tract 328.01,6075032801,http://www.sfgate.com/neighborhoods/sf/outersunset/,2501.0,131306.0,35355.0,484.0,42779.0,2236.0,27.5,1032.0,382.0,566.0,71.0,20.0,39.0,248.0,20.0,344.0,170.0,27.0,174.0,463.0,559.0,201.0,40.0,66.0,1857.0,197.0,290.0,92778.0,111459.0,118060.0,17.0,61.9,5.2,4.2,2236.0,43.5,16.1,23.9,3.0,13.5,0.8,1.6,10.5,0.8,14.5,7.2,1.1,7.3,19.5,23.6,8.5,1.7,2.8,78.3,8.3,12.2,1.7,3.6,7.0,6.0,9.7,12.1,11.1,20.9,17.5,10.4,4238.0,42.5,1993.0,40.7,2245.0,43.9,949.0,1521.0,1437.0,84.0,1437.0,801.0,636.0,47.0,53.0,66.0,94.5,5.5,100.0,55.7,44.3
Census Tract 326.02,6075032602,http://www.sfgate.com/neighborhoods/sf/goldengatepark/,2193.0,93650.0,32584.0,640.0,38071.0,1916.0,34.9,1085.0,433.0,281.0,95.0,0.0,49.0,161.0,13.0,89.0,72.0,18.0,123.0,224.0,746.0,210.0,147.0,98.0,1412.0,370.0,168.0,58494.0,83905.0,82695.0,22.0,57.8,11.1,1.2,1916.0,55.6,22.2,14.4,4.9,2.9,0.0,2.5,8.3,0.7,4.6,3.7,0.9,6.3,11.5,38.3,10.8,7.5,5.0,72.4,19.0,8.6,6.1,1.9,6.2,13.5,14.9,13.5,16.0,10.7,8.3,9.0,4316.0,43.3,2073.0,41.5,2243.0,45.6,976.0,1743.0,1669.0,74.0,1669.0,837.0,832.0,48.0,52.0,58.5,95.8,4.2,100.0,50.1,49.9
Census Tract 326.01,6075032601,http://www.sfgate.com/neighborhoods/sf/goldengatepark/,2743.0,98436.0,33840.0,707.0,35427.0,2472.0,30.2,977.0,671.0,602.0,139.0,0.0,92.0,23.0,44.0,154.0,100.0,157.0,195.0,266.0,416.0,384.0,532.0,196.0,1835.0,300.0,424.0,61224.0,80599.0,80895.0,80.0,70.7,6.7,4.5,2472.0,38.2,26.2,23.5,5.4,6.6,0.0,3.6,0.9,1.7,6.0,3.9,6.1,7.6,10.4,16.3,15.0,20.8,7.7,71.7,11.7,16.6,4.0,3.7,9.8,10.3,10.3,21.3,13.1,9.5,14.9,3.0,4416.0,36.8,2139.0,35.8,2277.0,37.9,913.0,1845.0,1728.0,117.0,1728.0,592.0,1136.0,48.4,51.6,52.8,93.7,6.3,100.0,34.3,65.7
Census Tract 313.02,6075031302,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Merced_Heights,3531.0,91821.0,27125.0,515.0,34000.0,3203.0,36.1,1092.0,752.0,759.0,397.0,0.0,310.0,142.0,18.0,423.0,303.0,129.0,140.0,340.0,698.0,437.0,133.0,180.0,2514.0,590.0,149.0,82901.0,85346.0,86317.0,82.0,66.2,7.9,10.2,3203.0,33.6,23.1,23.3,12.2,7.8,0.0,9.5,4.4,0.6,13.0,9.3,4.0,4.3,10.5,21.5,13.4,4.1,5.5,77.3,18.1,4.6,6.2,6.9,2.2,3.6,5.3,21.4,12.2,29.8,10.5,2.0,5495.0,36.3,2669.0,35.7,2826.0,37.1,1145.0,1901.0,1777.0,124.0,1777.0,1178.0,599.0,48.6,51.4,64.4,93.5,6.5,100.0,66.3,33.7
Census Tract 313.01,6075031301,"http://en.wikipedia.org/wiki/Ingleside_Terraces,_San_Francisco,_California",1986.0,110491.0,30337.0,314.0,38843.0,1773.0,31.1,720.0,423.0,522.0,44.0,0.0,105.0,118.0,20.0,240.0,118.0,62.0,71.0,299.0,409.0,168.0,76.0,87.0,1257.0,385.0,131.0,72682.0,92203.0,98940.0,16.0,60.5,10.7,7.4,1773.0,40.6,23.9,29.4,2.5,3.6,0.0,5.9,6.7,1.1,13.5,6.7,3.5,4.0,16.9,23.1,9.5,4.3,4.9,70.9,21.7,7.4,13.3,0.0,4.4,6.9,9.9,19.3,13.9,14.8,11.8,5.9,3826.0,40.9,1850.0,39.7,1976.0,42.4,834.0,1304.0,1261.0,43.0,1261.0,933.0,328.0,48.4,51.6,66.1,96.7,3.3,100.0,74.0,26.0
Census Tract 312.02,6075031202,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Ingleside,1695.0,87074.0,27002.0,286.0,28379.0,1490.0,35.1,552.0,487.0,249.0,60.0,0.0,61.0,140.0,0.0,164.0,71.0,98.0,91.0,126.0,277.0,384.0,47.0,62.0,1189.0,241.0,91.0,67271.0,82402.0,81631.0,15.0,70.1,10.3,2.0,1490.0,36.3,32.0,16.4,3.9,11.4,0.0,4.0,9.2,0.0,10.8,4.7,6.4,6.0,8.3,18.2,25.2,3.1,4.1,78.2,15.8,6.0,3.8,1.9,17.2,3.8,7.9,21.1,14.3,15.1,5.8,9.2,3137.0,38.4,1541.0,37.7,1596.0,39.2,618.0,879.0,837.0,42.0,837.0,593.0,244.0,49.1,50.9,73.8,95.2,4.8,100.0,70.8,29.2
