business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,price_level,rating
turtle tower restaurant,,645 larkin st,2013-05-16,,1908.0,no,"645 larkin st, San Francisco, CA, 94109",86829,turtle tower restaurant,Tenderloin,83.5,2017.0,37.783967100000005,-122.4178402,Census Tract 124.02,6075012402,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8,2013,,5,,1.0,4.1
castillito yucateco,"Restaurant 1,000 - 2,000 Sqft",2052 mission st,2013-05-01,,1923.0,no,"2052 mission st, San Francisco, CA, 9411",75962,castillito yocateco,Mission,94.0,2018.0,37.766890999999994,-122.419513,Census Tract 201,6075020100,http://www.sfgate.com/neighborhoods/sf/mission/,3775.0,56510.0,29022.0,1757.0,26454.0,3432.0,23.3,1231.0,850.0,610.0,392.0,0.0,432.0,211.0,0.0,253.0,180.0,124.0,423.0,540.0,352.0,734.0,222.0,21.0,2953.0,242.0,297.0,38579.0,60047.0,70018.0,272.0,70.5,7.5,5.3,3432.0,35.3,24.3,17.5,11.2,11.7,0.0,12.4,6.0,0.0,7.2,5.2,3.6,12.1,15.5,10.1,21.0,6.4,0.6,84.6,6.9,8.5,11.9,11.8,12.4,9.7,11.8,10.1,9.1,13.9,7.1,2.2,6172.0,37.7,3706.0,38.3,2466.0,36.8,829.0,3303.0,2948.0,355.0,2948.0,545.0,2403.0,60.0,40.0,28.1,89.3,10.7,100.0,18.5,81.5,2013,,5,,1.0,4.6
easy breezy frozen yogurt,"Restaurant Less Than 1,000 Sqft",718 irving st,2012-04-20,,2299.0,no,"718 irving st, San Francisco, CA, 94122",74756,easy breezy frozen yogurt,Inner Sunset,94.0,2017.0,37.7642544,-122.46568710000001,Census Tract 302.02,6075030202,http://www.sfgate.com/neighborhoods/sf/innersunset/,2980.0,128616.0,46818.0,1195.0,46014.0,2759.0,32.5,1833.0,258.0,531.0,122.0,0.0,200.0,180.0,19.0,114.0,103.0,104.0,124.0,603.0,1005.0,140.0,155.0,113.0,1969.0,609.0,282.0,83077.0,98856.0,100917.0,26.0,72.3,4.0,4.0,2759.0,64.1,9.0,18.6,4.3,4.1,0.0,7.0,6.3,0.7,4.0,3.6,3.6,4.3,21.1,35.1,4.9,5.4,4.0,68.8,21.3,9.9,4.1,3.9,4.4,7.0,8.8,18.8,12.2,24.8,8.0,8.0,4313.0,34.2,2049.0,34.6,2264.0,33.6,778.0,2229.0,2084.0,145.0,2084.0,461.0,1623.0,47.5,52.5,37.3,93.5,6.5,100.0,22.1,77.9,2012,,4,,1.0,4.8
alta,,1420 market st,2013-05-02,,1922.0,no,"1420 market st, San Francisco, CA, 94102",76373,alta ca,Civic Center,88.5,2017.0,37.7762241,-122.4182387,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439.0,44595.0,23441.0,1570.0,24228.0,1219.0,28.7,489.0,489.0,182.0,72.0,16.0,79.0,75.0,6.0,59.0,10.0,27.0,135.0,166.0,232.0,294.0,153.0,36.0,1056.0,199.0,33.0,18908.0,34463.0,45318.0,150.0,51.9,10.5,20.5,1219.0,38.0,38.0,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18.0,22.8,11.9,2.8,82.0,15.5,2.6,26.5,19.0,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974.0,36.8,2410.0,38.9,1564.0,34.0,493.0,2517.0,2254.0,263.0,2254.0,94.0,2160.0,60.6,39.4,21.9,89.6,10.4,100.0,4.2,95.8,2013,,5,,,
nizarios pizza sfsu,"Restaurant 1,000 - 2,000 Sqft",1650 holloway ave sb109,2013-06-01,,1892.0,no,"1650 holloway ave sb109, San Francisco, CA, 94132",74983,nizarios pizza sfsu,Parkmerced,97.0,2017.0,37.7223946,-122.47861429999999,Census Tract 332.01,6075033201,"http://en.wikipedia.org/wiki/Parkmerced,_San_Francisco,_California",1745.0,73527.0,12912.0,469.0,6056.0,1396.0,27.0,231.0,309.0,760.0,16.0,0.0,58.0,0.0,0.0,367.0,46.0,68.0,68.0,173.0,222.0,260.0,99.0,38.0,1150.0,205.0,44.0,41250.0,48878.0,48412.0,32.0,53.0,19.8,4.8,1396.0,16.5,22.1,54.3,1.1,5.9,0.0,4.1,0.0,0.0,26.2,3.3,4.9,4.9,12.4,15.9,18.6,7.1,2.7,82.2,14.7,3.1,19.5,6.7,13.8,4.9,12.3,15.4,22.4,3.3,0.4,1.4,3683.0,19.9,1440.0,20.4,2243.0,19.8,240.0,794.0,647.0,147.0,647.0,4.0,643.0,39.1,60.9,37.1,81.5,18.5,100.0,0.6,99.4,2013,,6,,1.0,4.0
y  y vietnamese restaurant inc,"Restaurant 1,000 - 2,000 Sqft",914 clement st,2015-10-01,,1040.0,no,"914 clement st, San Francisco, CA, 94118",85500,y  y vietnamese restaurant,Inner Richmond,87.5,2017.0,37.7829465,-122.46912590000001,Census Tract 402,6075040200,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3170.0,121769.0,41466.0,1037.0,42336.0,2977.0,26.7,1778.0,295.0,680.0,92.0,0.0,78.0,165.0,45.0,378.0,19.0,85.0,422.0,607.0,590.0,324.0,202.0,162.0,2494.0,216.0,340.0,69564.0,97945.0,97788.0,31.0,68.4,2.9,6.1,2977.0,57.8,9.6,22.1,3.0,7.5,0.0,2.5,5.4,1.5,12.3,0.6,2.8,13.7,19.7,19.2,10.5,6.6,5.3,81.1,7.0,11.0,5.9,4.7,4.5,5.1,12.9,18.0,13.8,17.1,5.9,12.1,5191.0,38.8,2483.0,37.9,2708.0,39.9,1126.0,2559.0,2352.0,207.0,2352.0,682.0,1670.0,47.8,52.2,47.9,91.9,8.1,100.0,29.0,71.0,2015,,10,,,
the deli king,"Restaurant Less Than 1,000 Sqft",1143 taraval st,2016-07-25,,742.0,no,"1143 taraval st, San Francisco, CA, 94116",88653,the deli king,Parkside,95.0,2018.0,37.7427835,-122.47862990000002,Census Tract 330,6075033000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parkside,4526.0,133214.0,39342.0,790.0,49293.0,4015.0,29.3,2042.0,590.0,1066.0,182.0,0.0,166.0,251.0,174.0,368.0,254.0,179.0,496.0,458.0,815.0,454.0,204.0,267.0,2875.0,910.0,301.0,110486.0,112133.0,118012.0,22.0,67.1,9.7,0.0,4015.0,50.0,14.4,26.1,4.5,5.0,0.0,4.1,6.1,4.3,9.0,6.2,4.4,12.1,11.2,19.9,11.1,5.0,6.5,70.4,22.3,7.4,2.0,3.0,3.9,5.7,8.8,12.9,10.2,26.3,17.1,10.1,7764.0,42.7,3737.0,41.6,4027.0,43.8,1844.0,2821.0,2698.0,123.0,2698.0,1839.0,859.0,48.1,51.9,68.3,95.6,4.4,100.0,68.2,31.8,2016,,7,,2.0,4.3
shabu house,"Restaurant 1,000 - 2,000 Sqft",2608 ocean ave,2012-06-01,,2257.0,no,"2608 ocean ave, San Francisco, CA, 94132",70516,shabu house,Merced Manor,88.5,2018.0,37.731746,-122.47331799999999,Census Tract 309,6075030900,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Merced_Manor,3481.0,205482.0,64465.0,682.0,70591.0,3212.0,25.7,2302.0,137.0,676.0,132.0,0.0,134.0,220.0,113.0,154.0,96.0,110.0,365.0,766.0,811.0,173.0,118.0,263.0,2200.0,710.0,413.0,144900.0,180515.0,184113.0,0.0,61.7,4.5,1.1,3212.0,69.3,4.1,20.3,4.0,2.3,0.0,4.0,6.6,3.4,4.6,2.9,3.3,11.0,23.1,24.4,5.2,3.6,7.9,66.2,21.4,12.4,1.3,1.4,2.1,3.4,5.6,13.0,9.6,15.0,18.5,30.1,6581.0,46.9,3150.0,46.3,3431.0,47.6,1766.0,2435.0,2345.0,90.0,2345.0,2094.0,251.0,47.9,52.1,75.3,96.3,3.7,100.0,89.3,10.7,2012,,6,,,4.3
the crepevine,"Restaurant Greater Than 2,000 Sqft",624 irving st,2010-01-01,,3139.0,no,"624 irving st, San Francisco, CA, 94122",74759,the crepevine,Inner Sunset,89.0,2018.0,37.764240799999996,-122.4646831,Census Tract 302.02,6075030202,http://www.sfgate.com/neighborhoods/sf/innersunset/,2980.0,128616.0,46818.0,1195.0,46014.0,2759.0,32.5,1833.0,258.0,531.0,122.0,0.0,200.0,180.0,19.0,114.0,103.0,104.0,124.0,603.0,1005.0,140.0,155.0,113.0,1969.0,609.0,282.0,83077.0,98856.0,100917.0,26.0,72.3,4.0,4.0,2759.0,64.1,9.0,18.6,4.3,4.1,0.0,7.0,6.3,0.7,4.0,3.6,3.6,4.3,21.1,35.1,4.9,5.4,4.0,68.8,21.3,9.9,4.1,3.9,4.4,7.0,8.8,18.8,12.2,24.8,8.0,8.0,4313.0,34.2,2049.0,34.6,2264.0,33.6,778.0,2229.0,2084.0,145.0,2084.0,461.0,1623.0,47.5,52.5,37.3,93.5,6.5,100.0,22.1,77.9,2010,,1,,2.0,4.4
z  y restaurant,"Restaurant Greater Than 2,000 Sqft",655 jackson st,2013-10-01,,1770.0,no,"655 jackson st, San Francisco, CA, 94133",76477,z  y restaurant,Chinatown,78.5,2017.0,37.795924,-122.40600400000001,Census Tract 611,6075061100,http://www.sfgate.com/neighborhoods/sf/chinatown/,1988.0,31141.0,13235.0,1095.0,11069.0,1658.0,23.7,231.0,788.0,345.0,115.0,0.0,82.0,153.0,28.0,266.0,32.0,39.0,22.0,105.0,204.0,336.0,337.0,54.0,1423.0,187.0,48.0,14270.0,25319.0,31210.0,141.0,50.6,16.6,40.3,1658.0,13.9,47.5,20.8,6.9,10.8,0.0,4.9,9.2,1.7,16.0,1.9,2.4,1.3,6.3,12.3,20.3,20.3,3.3,85.8,11.3,2.9,21.9,31.1,21.4,7.9,7.4,6.2,0.9,0.4,2.1,0.8,4307.0,55.2,2077.0,54.0,2230.0,55.8,1126.0,2351.0,2135.0,216.0,2135.0,78.0,2057.0,48.2,51.8,52.7,90.8,9.2,100.0,3.7,96.3,2013,,10,,2.0,4.2
tenroku sushi,"Restaurant Less Than 1,000 Sqft",1825 post st 215,2013-06-05,,1888.0,no,"1825 post st 215, San Francisco, CA, 94115",74993,tenroku sushi,Japantown,77.5,2018.0,37.784941700000005,-122.4320571,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627.0,70757.0,40384.0,1596.0,41854.0,1473.0,27.2,822.0,222.0,258.0,119.0,0.0,3.0,39.0,0.0,106.0,44.0,335.0,103.0,315.0,258.0,176.0,97.0,19.0,1327.0,107.0,61.0,48058.0,68201.0,75570.0,105.0,42.6,8.1,1.8,1473.0,55.0,14.8,17.3,8.0,4.9,0.0,0.2,2.6,0.0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12.0,15.4,13.0,2.8,4.8,3622.0,45.7,1523.0,39.8,2099.0,53.3,533.0,2441.0,2176.0,265.0,2176.0,264.0,1912.0,42.0,58.0,24.5,89.1,10.9,100.0,12.1,87.9,2013,,6,,1.0,4.1
buffalo kitchen,"Restaurant 1,000 - 2,000 Sqft",107 leland ave,2014-08-15,,1452.0,no,"107 leland ave, San Francisco, CA, 94134",80233,buffalo kitchen,Visitacion Valley,72.5,2018.0,37.7118407,-122.4059111,Census Tract 264.03,6075026403,"http://en.wikipedia.org/wiki/Visitacion_Valley,_San_Francisco,_California",2129.0,70279.0,16248.0,319.0,21201.0,1850.0,32.2,224.0,653.0,393.0,147.0,0.0,119.0,322.0,42.0,293.0,78.0,64.0,76.0,43.0,239.0,448.0,96.0,39.0,1520.0,157.0,182.0,48125.0,58354.0,66611.0,127.0,60.0,12.7,18.6,1850.0,12.0,35.1,21.1,7.9,23.8,0.0,6.4,17.3,2.3,15.8,4.2,3.4,4.1,2.3,12.9,24.1,5.2,2.1,81.8,8.4,9.8,7.6,15.6,13.6,4.1,10.1,17.7,14.4,9.4,5.7,1.8,4140.0,41.5,2048.0,39.9,2092.0,43.1,832.0,1120.0,1062.0,58.0,1062.0,638.0,424.0,49.5,50.5,78.3,94.8,5.2,100.0,60.1,39.9,2014,,8,,2.0,4.1
zhong shan restaurant,"Restaurant Greater Than 2,000 Sqft",2237 taraval st,2013-07-01,,1862.0,no,"2237 taraval st, San Francisco, CA, 94116",76035,zhong shan restaurant,Parkside,71.0,2018.0,37.7422039,-122.4903507,Census Tract 330,6075033000,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Parkside,4526.0,133214.0,39342.0,790.0,49293.0,4015.0,29.3,2042.0,590.0,1066.0,182.0,0.0,166.0,251.0,174.0,368.0,254.0,179.0,496.0,458.0,815.0,454.0,204.0,267.0,2875.0,910.0,301.0,110486.0,112133.0,118012.0,22.0,67.1,9.7,0.0,4015.0,50.0,14.4,26.1,4.5,5.0,0.0,4.1,6.1,4.3,9.0,6.2,4.4,12.1,11.2,19.9,11.1,5.0,6.5,70.4,22.3,7.4,2.0,3.0,3.9,5.7,8.8,12.9,10.2,26.3,17.1,10.1,7764.0,42.7,3737.0,41.6,4027.0,43.8,1844.0,2821.0,2698.0,123.0,2698.0,1839.0,859.0,48.1,51.9,68.3,95.6,4.4,100.0,68.2,31.8,2013,,7,,1.0,4.3
tasty restaurant,"Restaurant 1,000 - 2,000 Sqft",5530 geary blvd,2016-03-16,,873.0,no,"5530 geary blvd, San Francisco, CA, 94121",87106,tasty restaurant,Outer Richmond,68.0,2017.0,37.780601700000005,-122.478923,Census Tract 426.01,6075042601,http://www.sfgate.com/neighborhoods/sf/outerrichmond/,2261.0,125609.0,47349.0,938.0,45697.0,2159.0,31.1,1213.0,253.0,582.0,58.0,11.0,30.0,247.0,0.0,161.0,82.0,110.0,250.0,412.0,504.0,269.0,62.0,71.0,1669.0,288.0,252.0,65107.0,97710.0,106590.0,20.0,72.0,1.7,6.0,2159.0,54.9,11.5,26.3,2.6,4.7,0.5,1.4,11.2,0.0,7.3,3.7,5.0,11.3,18.7,22.8,12.2,2.8,3.2,75.6,13.0,11.4,8.8,2.3,6.2,8.4,8.4,20.3,8.5,12.9,12.7,11.5,3687.0,40.9,1718.0,40.2,1969.0,41.9,871.0,1855.0,1679.0,176.0,1679.0,449.0,1230.0,46.6,53.4,51.9,90.5,9.5,100.0,26.7,73.3,2016,,3,,,0.0
los reyes restaurant,"Restaurant Less Than 1,000 Sqft",2101 geneva ave,2013-06-14,,1879.0,no,"2101 geneva ave, San Francisco, CA, 94134",75217,los reyes,Sunnydale,80.5,2017.0,37.708732899999994,-122.42073500000001,Census Tract 605.02,6075060502,http://en.wikipedia.org/wiki/Neighborhoods_in_San_Francisco#Sunnydale,1272.0,31728.0,10848.0,225.0,24274.0,922.0,34.9,68.0,455.0,210.0,89.0,0.0,28.0,51.0,17.0,26.0,14.0,13.0,201.0,46.0,232.0,205.0,91.0,46.0,744.0,100.0,126.0,23333.0,31327.0,38536.0,202.0,63.3,23.7,39.1,922.0,7.0,46.9,21.6,9.2,15.3,0.0,2.9,5.3,1.8,2.7,1.4,1.3,20.7,4.7,23.9,21.1,9.4,4.7,76.7,10.3,13.0,21.3,10.8,21.0,20.0,5.8,12.4,5.7,1.8,1.1,0.0,3216.0,28.3,1457.0,26.3,1759.0,29.5,767.0,1005.0,961.0,44.0,961.0,178.0,783.0,45.3,54.7,79.8,95.6,4.4,100.0,18.5,81.5,2013,,6,,,4.9
the station,"Restaurant 1,000 - 2,000 Sqft",596 pacific ave,2012-07-15,,2213.0,no,"596 pacific ave, San Francisco, CA, 94133",69828,the station,North Beach,87.0,2017.0,37.797129,-122.40531000000001,Census Tract 106,6075010600,http://www.sfgate.com/neighborhoods/sf/northbeach/,2449.0,59887.0,29233.0,963.0,28182.0,2205.0,29.2,751.0,721.0,613.0,82.0,0.0,82.0,124.0,13.0,220.0,53.0,86.0,213.0,461.0,201.0,529.0,190.0,74.0,2025.0,121.0,100.0,27611.0,60353.0,72995.0,113.0,67.5,8.3,24.8,2205.0,33.4,32.1,27.3,3.7,3.5,0.0,3.7,5.5,0.6,9.8,2.4,3.8,9.5,20.5,8.9,23.6,8.5,3.3,90.2,5.4,4.5,12.7,11.8,21.3,7.3,6.5,8.0,7.8,17.9,2.2,4.4,3894.0,42.6,2133.0,41.9,1761.0,43.3,710.0,2286.0,2015.0,271.0,2015.0,182.0,1833.0,54.8,45.2,35.2,88.1,11.9,100.0,9.0,91.0,2012,,7,,,
cantina verde,"Restaurant 1,000 - 2,000 Sqft",388 market st,2013-07-01,,1862.0,no,"388 market st, San Francisco, CA, 94111",76436,cantina verde,Financial District,85.5,2017.0,37.792182399999994,-122.3982249,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733.0,55747.0,27841.0,737.0,30855.0,685.0,19.1,234.0,180.0,139.0,0.0,0.0,13.0,56.0,0.0,114.0,71.0,47.0,57.0,102.0,126.0,55.0,54.0,0.0,578.0,58.0,59.0,23165.0,41735.0,56874.0,84.0,54.3,5.2,26.6,685.0,33.7,25.9,20.0,0.0,20.4,0.0,1.9,8.1,0.0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0.0,83.2,8.3,8.5,18.3,18.8,16.6,17.0,3.4,10.0,1.6,6.5,4.8,2.9,1783.0,43.6,988.0,44.3,795.0,42.4,292.0,1416.0,1012.0,404.0,1012.0,87.0,925.0,55.4,44.6,28.9,71.5,28.5,100.0,8.6,91.4,2013,,7,,4.0,4.7
super duper burgers,Fast Food Extablishment,98 mission st,2013-10-01,,1770.0,no,"98 mission st, San Francisco, CA, 94105",75530,super duper burgers,Financial District,83.5,2018.0,37.7928015,-122.3940881,Census Tract 615,6075061500,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,6926.0,216974.0,88242.0,3870.0,78956.0,6533.0,25.5,4703.0,330.0,1298.0,111.0,0.0,153.0,508.0,192.0,477.0,100.0,429.0,1195.0,2355.0,645.0,316.0,106.0,138.0,5652.0,412.0,550.0,112328.0,156870.0,157303.0,62.0,73.9,4.5,3.0,6533.0,71.1,5.0,19.6,1.7,2.6,0.0,2.3,7.7,2.9,7.2,1.5,6.5,18.1,35.6,9.8,4.8,1.6,2.1,85.5,6.2,8.3,4.1,1.6,5.0,4.5,7.6,9.5,10.6,20.7,12.5,24.0,11502.0,35.4,6515.0,36.2,4987.0,34.2,1939.0,8255.0,6785.0,1470.0,6785.0,2527.0,4258.0,56.6,43.4,28.6,82.2,17.8,100.0,37.2,62.8,2013,,10,,3.0,4.7
happy donuts,,299 ellis st,2013-07-01,2018-01-12,1656.0,yes,"299 ellis st, San Francisco, CA, 94102",83538,happy donuts,Tenderloin,82.5,2018.0,37.784922200000004,-122.41092520000001,Census Tract 125.01,6075012501,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1248.0,35943.0,13438.0,1586.0,21397.0,895.0,26.7,193.0,368.0,253.0,62.0,0.0,42.0,0.0,0.0,194.0,32.0,25.0,23.0,47.0,166.0,272.0,90.0,4.0,811.0,50.0,17.0,11513.0,19146.0,26965.0,263.0,40.9,28.3,19.4,895.0,21.6,41.1,28.3,6.9,2.1,0.0,4.7,0.0,0.0,21.7,3.6,2.8,2.6,5.3,18.5,30.4,10.1,0.4,90.6,5.6,1.9,31.2,32.8,11.4,8.7,4.9,8.1,1.5,1.3,0.0,0.0,5335.0,46.6,3499.0,48.4,1836.0,40.1,538.0,2518.0,2205.0,313.0,2205.0,55.0,2150.0,65.6,34.4,24.4,87.6,12.4,100.0,2.5,97.5,2013,2018.0,7,1.0,1.0,4.8
wako japanese restaurant,"Restaurant 1,000 - 2,000 Sqft",211 clement st,2013-07-03,,1860.0,no,"211 clement st, San Francisco, CA, 94118",75574,wako restaurant,Inner Richmond,93.0,2017.0,37.782906700000005,-122.4615519,Census Tract 401,6075040100,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,2747.0,121336.0,43829.0,1094.0,36704.0,2490.0,31.0,1221.0,423.0,779.0,61.0,0.0,77.0,110.0,35.0,277.0,48.0,116.0,293.0,481.0,581.0,352.0,141.0,39.0,2178.0,153.0,205.0,56812.0,94505.0,100756.0,98.0,65.8,7.2,14.3,2490.0,47.9,16.6,30.5,2.4,2.6,0.0,3.0,4.3,1.4,10.9,1.9,4.5,11.5,18.9,22.8,13.8,5.5,1.5,85.4,6.0,8.0,3.7,9.5,3.3,11.5,16.1,14.9,10.1,13.7,6.4,10.6,4088.0,38.0,1900.0,37.3,2188.0,38.8,822.0,2022.0,1863.0,159.0,1863.0,512.0,1351.0,46.5,53.5,44.1,92.1,7.9,100.0,27.5,72.5,2013,,7,,2.0,4.2
the cadillac,"Restaurant Greater Than 2,000 Sqft",1355 market st  ste 160,2013-07-01,,1862.0,no,"1355 market st  ste 160, San Francisco, CA, 94103",80479,the market on market,South of Market,76.5,2017.0,37.776833700000005,-122.41637549999999,Census Tract 176.01,6075017601,http://www.sfgate.com/neighborhoods/sf/soma/,3188.0,49387.0,25330.0,2221.0,25938.0,2657.0,25.0,951.0,626.0,894.0,215.0,0.0,139.0,177.0,44.0,319.0,70.0,197.0,247.0,364.0,617.0,641.0,74.0,95.0,2522.0,334.0,128.0,23099.0,46745.0,61388.0,259.0,60.9,5.9,12.7,2657.0,31.9,21.0,30.0,7.2,10.0,0.0,4.7,5.9,1.5,10.7,2.3,6.6,8.3,12.2,20.7,21.5,2.5,3.2,84.5,11.2,4.3,17.8,16.6,18.0,5.9,6.8,10.1,11.3,9.5,1.8,2.3,7630.0,41.5,4723.0,42.8,2907.0,39.0,1029.0,5296.0,4321.0,975.0,4321.0,407.0,3914.0,61.9,38.1,23.8,81.6,18.4,100.0,9.4,90.6,2013,,7,,1.0,4.3
pupuseria metapan,"Restaurant 1,000 - 2,000 Sqft",4769 mission st,2014-12-30,,1315.0,no,"4769 mission st, San Francisco, CA, 94112",82416,pupuseria metapan,Excelsior,88.5,2018.0,37.7219511,-122.43652759999998,Census Tract 260.01,6075026001,"http://en.wikipedia.org/wiki/Excelsior_District,_San_Francisco,_California",3495.0,84738.0,25230.0,369.0,28659.0,3091.0,30.0,809.0,804.0,967.0,286.0,18.0,160.0,227.0,148.0,351.0,266.0,92.0,140.0,359.0,602.0,521.0,138.0,119.0,2400.0,426.0,315.0,72567.0,86657.0,85296.0,137.0,71.2,10.1,7.3,3091.0,25.8,25.6,30.8,9.1,8.8,0.6,5.1,7.2,4.7,11.2,8.5,2.9,4.5,11.4,19.2,16.6,4.4,3.8,76.4,13.6,10.0,3.7,4.2,11.7,3.8,8.8,21.4,19.5,13.1,6.9,6.9,5863.0,36.7,2878.0,35.7,2985.0,37.9,1136.0,1579.0,1519.0,60.0,1519.0,766.0,753.0,49.1,50.9,74.8,96.2,3.8,100.0,50.4,49.6,2014,,12,,2.0,4.2
pollo campero,,2740 mission st,2012-08-01,,2196.0,no,"2740 mission st, San Francisco, CA, 9411",93968,pollo campero,Mission,97.0,2018.0,37.7531327,-122.4187257,Census Tract 209,6075020900,http://www.sfgate.com/neighborhoods/sf/mission/,3065.0,60096.0,29653.0,1122.0,31014.0,2981.0,26.8,1104.0,664.0,784.0,161.0,0.0,139.0,106.0,57.0,364.0,44.0,110.0,176.0,486.0,575.0,527.0,358.0,39.0,2287.0,405.0,289.0,47407.0,71194.0,65333.0,83.0,72.9,2.7,6.3,2981.0,37.0,22.3,26.3,5.4,9.0,0.0,4.7,3.6,1.9,12.2,1.5,3.7,5.9,16.3,19.3,17.7,12.0,1.3,76.7,13.6,9.7,3.7,6.6,14.6,10.8,15.4,20.8,7.6,13.1,4.5,2.9,4372.0,34.9,2232.0,35.3,2140.0,34.5,651.0,1899.0,1742.0,157.0,1742.0,226.0,1516.0,51.1,48.9,37.4,91.7,8.3,100.0,13.0,87.0,2012,,8,,1.0,4.4
proposition chicken,"Restaurant Greater Than 2,000 Sqft",1750 market st,2013-04-04,,1950.0,no,"1750 market st, San Francisco, CA, 94102",72117,proposition chicken,Lower Haight,92.0,2018.0,37.77252429999999,-122.423025,Census Tract 168.02,6075016802,"http://en.wikipedia.org/wiki/Lower_Haight,_San_Francisco,_California",2241.0,111798.0,54127.0,1192.0,47406.0,2183.0,31.9,1237.0,496.0,319.0,33.0,0.0,50.0,152.0,0.0,125.0,17.0,141.0,176.0,404.0,492.0,457.0,18.0,151.0,1605.0,304.0,274.0,52019.0,100286.0,108056.0,56.0,72.3,2.6,10.7,2183.0,56.7,22.7,14.6,1.5,4.5,0.0,2.3,7.0,0.0,5.7,0.8,6.5,8.1,18.5,22.5,20.9,0.8,6.9,73.5,13.9,12.6,5.1,6.8,17.7,5.4,11.7,16.0,3.3,14.0,7.6,12.3,3264.0,35.5,1882.0,38.4,1382.0,32.6,361.0,1900.0,1804.0,96.0,1804.0,314.0,1490.0,57.7,42.3,20.0,94.9,5.1,100.0,17.4,82.6,2013,,4,,,4.9
