Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv
B161201,3/28/16,5/23/16,"$35,384.61 ",FALSE,FALSE,2,1200 Block of Waller Street,94117,5,Haight Ashbury,"(37.769336404025, -122.444272580996)",112,7,11,3,9,5,11,15,"29,492"
B161202,3/28/16,5/19/16,"$11,780.00 ",FALSE,FALSE,2,100 Block of Pope Street,94112,11,Excelsior,"(37.713307088981, -122.440814436255)",58,9,1,7,5,7,6,9,"28,861"
B161203,3/28/16,11/23/16,"$38,198.24 ",FALSE,TRUE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614, -122.425843697547)",37,3,5,20,19,4,5,2,"28,859"
B161204,3/28/16,10/5/16,"$27,811.84 ",FALSE,FALSE,2,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.79115780871, -122.445308523162)",102,8,6,30,27,6,1,13,"29,490"
B161206,3/28/16,8/8/16,"$55,000.00 ",FALSE,TRUE,4,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.79115780871, -122.445308523162)",102,8,6,30,27,6,1,13,"29,490"
B161208,3/28/16,7/18/16,"$100,000.00 ",FALSE,FALSE,1,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.79115780871, -122.445308523162)",102,8,6,30,27,6,1,13,"29,490"
B161211,3/28/16,8/2/16,"$21,613.60 ",FALSE,TRUE,2,200 Block of 11th Avenue,94118,1,Inner Richmond,"(37.783634134984, -122.469908010819)",5,8,4,11,11,6,2,11,54
B161233,3/29/16,5/18/16,"$24,055.00 ",FALSE,FALSE,4,1300 Block of Bayshore Boulevard,94124,10,Bayview Hunters Point,"(37.727389107723, -122.401922599962)",86,2,9,1,1,3,8,10,58
B161289,4/4/16,6/6/16,"$50,000.00 ",FALSE,TRUE,1,600 Block of Capp Street,94110,9,Mission,"(37.756297556005, -122.417804429589)",53,3,2,20,19,4,7,2,"28,859"
B161293,4/4/16,7/6/16,"$20,000.00 ",FALSE,FALSE,1,1500 Block of Mcallister Street,94115,5,Western Addition,"(37.777954530488, -122.43754201259)",97,4,11,39,41,5,11,15,"29,490"
B161295,4/5/16,11/16/16,"$43,300.00 ",FALSE,FALSE,2,2200 Block of 25th Avenue,94116,4,Sunset/Parkside,"(37.74556193059, -122.482386581144)",40,10,7,35,35,8,3,1,"29,491"
B161296,4/6/16,5/6/16,"$8,400.00 ",FALSE,FALSE,1,100 Block of Page Street,94102,5,Hayes Valley,"(37.77404134432, -122.423188032512)",26,4,11,9,10,9,11,7,"28,852"
B161307,4/7/16,7/5/16,"$120,000.00 ",FALSE,FALSE,1,300 Block of San Carlos Street,94110,9,Mission,"(37.757782308163, -122.419834201322)",53,3,2,20,19,4,7,2,"28,859"
B161310,4/8/16,5/4/16,"$34,500.00 ",FALSE,FALSE,2,1600 Block of 30th Avenue,94122,4,Sunset/Parkside,"(37.756521016788, -122.488382449676)",39,10,7,35,35,8,3,1,56
B161312,4/11/16,8/17/16,"$48,000.00 ",FALSE,FALSE,1,4600 Block of 3rd Street,94124,10,Bayview Hunters Point,"(37.736018052866, -122.390409391835)",86,2,9,1,1,3,8,10,58
B161315,4/13/16,6/7/16,"$25,000.00 ",FALSE,FALSE,4,900 Block of Haight Street,94117,5,Haight Ashbury,"(37.771107722988, -122.437866453423)",112,7,11,3,9,5,11,15,"29,492"
B161316,4/13/16,8/22/16,"$55,000.00 ",FALSE,FALSE,1,2700 Block of Gough Street,94123,2,Marina,"(37.798591938237, -122.427431483926)",15,4,6,13,17,9,1,13,57
B161322,4/13/16,11/7/16,"$100,000.00 ",FALSE,FALSE,3,24502400 Block of Filbert Street,94123,2,Marina,"(37.797552306586, -122.439799971114)",14,4,6,13,17,9,1,13,57
B161383,,4/14/16,"$26,597.00 ",FALSE,FALSE,5,0 Block of Farragut Avenue,94112,11,Outer Mission,"(37.710378052436, -122.449751419035)",66,9,1,28,25,7,6,9,"28,861"
B161384,,4/14/16,"$16,600.00 ",FALSE,FALSE,1,3200 Block of 21st Street,94110,9,Mission,"(37.756980229181, -122.420733171488)",53,3,2,20,19,4,7,2,"28,859"
B161390,4/15/16,9/1/16,"$12,500.00 ",FALSE,FALSE,2,1600 Block of Beach Street,94123,2,Marina,"(37.804693684724, -122.436278802064)",17,4,6,13,17,9,1,13,57
B161394,4/18/16,2/16/17,"$96,785.00 ",FALSE,TRUE,1,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821874, -122.428239848114)",84,3,5,22,22,4,5,2,"28,862"
B161397,4/18/16,7/22/16,"$10,000.00 ",FALSE,FALSE,1,0 Block of Bradford Street,94110,9,Bernal Heights,"(37.741625440888, -122.409403908613)",83,9,2,2,2,7,7,10,"28,859"
B161401,4/20/16,7/5/16,"$1,500.00 ",FALSE,FALSE,2,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B161402,4/20/16,7/5/16,"$2,500.00 ",FALSE,TRUE,2,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B161404,4/20/16,8/9/16,"$35,000.00 ",FALSE,TRUE,4,700 Block of Arguello Boulevard,94118,1,Lone Mountain/USF,"(37.775432271148, -122.458380002824)",12,8,4,18,16,6,2,11,54
B161409,,4/22/16,"$27,500.00 ",FALSE,TRUE,1,0 Block of Kissling Street,94103,6,South of Market,"(37.772846020225, -122.414655134717)",32,1,10,34,34,2,9,8,"28,853"
B161410,,4/22/16,"$30,000.00 ",FALSE,FALSE,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.772900089786, -122.424646169167)",26,4,11,9,10,9,11,7,"28,852"
B161417,4/22/16,7/14/16,"$15,000.00 ",FALSE,TRUE,1,0 Block of Buchanan Street,94102,8,Hayes Valley,"(37.770077899098, -122.426592754518)",27,7,5,9,10,9,5,7,"28,852"
B161419,,4/25/16,"$50,000.00 ",FALSE,FALSE,2,0 Block of Cumberland Street,94110,8,Mission,"(37.759042049984, -122.424722931348)",37,3,5,20,19,4,5,2,"28,859"
B161471,4/27/16,5/5/16,"$21,597.00 ",FALSE,FALSE,2,2100 Block of 26th Avenue,94116,4,Sunset/Parkside,"(37.747384697297, -122.483447784191)",40,10,7,35,35,8,3,1,"29,491"
B161521,4/28/16,6/23/16,"$19,000.00 ",FALSE,FALSE,3,0 Block of Cayuga Avenue,94112,8,Outer Mission,"(37.731295470364, -122.430149661272)",94,9,5,28,25,7,5,9,"28,861"
B161522,4/28/16,4/28/16,"$30,000.00 ",FALSE,FALSE,3,0 Block of Pearl Street,94103,8,Mission,"(37.77021658796, -122.423932587136)",27,1,5,20,19,2,5,8,"28,853"
B161527,5/2/16,9/19/16,"$30,000.00 ",FALSE,FALSE,2,1300 Block of 12th Avenue,94122,5,Inner Sunset,"(37.762968069923, -122.46938781189)",109,10,11,14,12,8,11,1,56
B161529,4/29/16,7/15/16,"$11,780.00 ",FALSE,FALSE,2,2900 Block of 23rd Street,94110,9,Mission,"(37.754313319268, -122.411588985129)",53,3,2,20,19,4,7,2,"28,859"
B161534,,5/2/16,"$30,000.00 ",FALSE,FALSE,5,2900 Block of Fulton Street,94118,1,Inner Richmond,"(37.773746141615, -122.463227465331)",5,8,4,11,11,6,2,11,54
B161537,5/4/16,8/2/16,"$10,000.00 ",FALSE,FALSE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B161582,5/6/16,8/18/16,"$39,255.00 ",FALSE,FALSE,4,2600 Block of Yorba Street,94116,4,Sunset/Parkside,"(37.734675256091, -122.494982314133)",40,10,7,35,35,8,3,1,"29,491"
B161583,5/6/16,8/8/17,"$20,018.74 ",FALSE,FALSE,1,2600 Block of Yorba Street,94116,4,Sunset/Parkside,"(37.734675256091, -122.494982314133)",40,10,7,35,35,8,3,1,"29,491"
B161585,5/9/16,12/6/16,"$65,000.00 ",FALSE,TRUE,1,0 Block of Ashbury Street,94117,5,Lone Mountain/USF,"(37.775124549396, -122.448041172346)",24,7,11,18,16,5,11,15,"29,492"
B161587,5/10/16,9/30/16,"$21,400.00 ",FALSE,TRUE,2,700 Block of 19th Avenue,94121,1,Outer Richmond,"(37.773799928513, -122.477764458229)",5,8,4,29,26,6,2,11,55
B161588,5/10/16,2/15/17,"$50,000.00 ",FALSE,FALSE,1,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674, -122.442299447306)",24,7,11,18,16,5,11,15,"29,492"
B161590,5/11/16,2/2/18,"$140,000.00 ",FALSE,FALSE,2,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606608, -122.42664161534)",52,3,5,22,22,4,5,2,"28,862"
B161591,5/11/16,9/19/17,"$17,500.00 ",FALSE,FALSE,1,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606608, -122.42664161534)",52,3,5,22,22,4,5,2,"28,862"
B161592,5/11/16,1/9/17,"$100,000.00 ",FALSE,FALSE,4,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606608, -122.42664161534)",52,3,5,22,22,4,5,2,"28,862"
B161598,5/10/16,11/1/16,"$97,050.00 ",FALSE,FALSE,5,500 Block of 38th Avenue,94121,1,Outer Richmond,"(37.778489947914, -122.498662035394)",8,8,4,29,26,6,2,11,55
B161604,5/12/16,7/25/16,"$18,000.00 ",FALSE,FALSE,7,200 Block of Genebern Way,94112,9,Bernal Heights,"(37.732454734755, -122.42524827109)",93,9,2,2,2,7,7,2,"28,861"
B161669,5/13/16,11/21/16,"$53,500.00 ",FALSE,TRUE,1,1800 Block of Union Street,94123,2,Marina,"(37.797766577933, -122.429725516031)",15,4,6,13,17,9,1,13,57
B161670,5/13/16,6/29/16,"$25,000.00 ",FALSE,TRUE,1,1800 Block of Union Street,94123,2,Marina,"(37.797766577933, -122.429725516031)",15,4,6,13,17,9,1,13,57
B161702,5/18/16,7/5/16,"$1,000.00 ",FALSE,TRUE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B161704,5/17/16,7/21/16,"$34,000.00 ",FALSE,FALSE,2,1200 Block of 31st Avenue,94122,4,Sunset/Parkside,"(37.763934852423, -122.490119149109)",39,10,7,35,35,8,3,1,56
B161706,,5/17/16,"$71,500.00 ",FALSE,FALSE,4,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.769679684478, -122.431575371699)",28,7,5,9,10,9,5,15,"29,492"
B161707,,5/17/16,"$45,000.00 ",FALSE,FALSE,4,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.769679684478, -122.431575371699)",28,7,5,9,10,9,5,15,"29,492"
B161708,,5/17/16,"$45,000.00 ",FALSE,FALSE,3,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.769679684478, -122.431575371699)",28,7,5,9,10,9,5,15,"29,492"
B161809,5/23/16,1/17/17,"$35,950.00 ",FALSE,FALSE,2,1700 Block of Newcomb Avenue,94124,10,Bayview Hunters Point,"(37.736774686268, -122.392625758171)",86,2,9,1,1,3,8,10,58
B161812,5/23/16,8/15/16,"$29,400.00 ",FALSE,FALSE,1,2600 Block of Pine Street,94115,2,Pacific Heights,"(37.787164449531, -122.439404799208)",103,4,6,30,27,6,1,13,"29,490"
B161821,5/25/16,7/25/16,"$46,792.00 ",FALSE,FALSE,4,2100 Block of Golden Gate Avenue,94118,5,Lone Mountain/USF,"(37.777832030666, -122.446012178222)",97,7,11,18,16,5,11,15,54
B161822,5/25/16,7/12/16,"$82,588.00 ",FALSE,FALSE,3,2100 Block of Golden Gate Avenue,94118,5,Lone Mountain/USF,"(37.777832030666, -122.446012178222)",97,7,11,18,16,5,11,15,54
B161824,5/25/16,7/28/16,"$15,000.00 ",FALSE,FALSE,2,4400 Block of 23rd Street,94114,8,Noe Valley,"(37.752493852275, -122.441654969037)",51,3,5,22,22,4,5,2,"28,862"
B161825,5/25/16,7/27/16,"$3,000.00 ",FALSE,TRUE,1,2500 Block of Sutter Street,94115,2,Pacific Heights,"(37.784985529869, -122.442370811443)",103,8,6,30,27,6,1,15,"29,490"
B161827,5/26/16,11/22/16,"$42,500.00 ",FALSE,FALSE,2,200 Block of Missouri Street,94107,10,Potrero Hill,"(37.763211108389, -122.3966546731)",54,2,9,26,29,3,8,14,"28,856"
B161829,5/26/16,12/12/16,"$56,993.00 ",FALSE,FALSE,1,900 Block of Minnesota Street,94107,10,Potrero Hill,"(37.759121018973, -122.390401159698)",55,2,9,26,29,3,8,10,"28,856"
B161855,5/26/16,9/6/16,"$70,000.00 ",FALSE,FALSE,3,1700 Block of Golden Gate Avenue,94115,5,Western Addition,"(37.778672014352, -122.43939382488)",97,7,11,39,41,5,11,15,"29,490"
B161857,,5/27/16,"$50,000.00 ",FALSE,TRUE,1,2700 Block of Folsom Street,94110,9,Mission,"(37.753298447583, -122.41422876374)",53,3,2,20,19,4,7,2,"28,859"
B161860,5/31/16,8/2/16,"$1,200.00 ",FALSE,TRUE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B161863,,5/31/16,"$25,000.00 ",FALSE,FALSE,1,500 Block of Mcallister Street,94102,5,Western Addition,"(37.780047135691, -122.421081410565)",21,4,11,39,41,9,11,7,"28,852"
B161864,6/1/16,10/21/16,"$90,000.00 ",FALSE,TRUE,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.775136574397, -122.44375821042)",24,7,11,18,16,5,11,15,"29,492"
B161872,6/2/16,7/18/16,"$13,500.00 ",FALSE,FALSE,1,1200 Block of Green Street,94109,3,Russian Hill,"(37.798149290601, -122.420211765474)",107,6,3,32,32,1,10,5,"28,858"
B161873,6/2/16,6/2/16,"$81,000.00 ",FALSE,TRUE,3,100 Block of Fillmore Street,94117,5,Hayes Valley,"(37.770932776367, -122.430282421678)",28,7,11,9,10,9,11,15,"29,492"
B161874,6/2/16,8/30/16,"$38,000.00 ",FALSE,FALSE,1,1600 Block of Palou Avenue,94124,10,Bayview Hunters Point,"(37.734570708874, -122.391831742787)",87,2,9,1,1,3,8,10,58
B161902,6/3/16,7/28/16,"$22,000.00 ",FALSE,FALSE,2,1900 Block of Leavenworth Street,94133,3,Russian Hill,"(37.798698352569, -122.417333487329)",107,6,3,32,32,1,10,5,"28,858"
B161903,6/3/16,7/26/16,"$15,000.00 ",FALSE,FALSE,2,5000 Block of Fulton Street,94121,1,Outer Richmond,"(37.772550835366, -122.485802007826)",8,8,4,29,26,6,2,11,55
B161955,6/6/16,8/17/16,"$13,500.00 ",FALSE,FALSE,3,200 Block of Bartlett Street,94110,9,Mission,"(37.752974586915, -122.419562415324)",53,3,2,20,19,4,7,2,"28,859"
B161968,6/9/16,8/8/16,"$120,000.00 ",FALSE,FALSE,3,1200 Block of Page Street,94117,5,Haight Ashbury,"(37.771620830398, -122.441356135336)",112,7,11,3,9,5,11,15,"29,492"
B161969,6/9/16,6/9/16,"$74,000.00 ",FALSE,FALSE,1,500 Block of Jersey Street,94114,8,Noe Valley,"(37.750348222976, -122.437315008974)",84,3,5,22,22,4,5,2,"28,862"
B162049,6/13/16,7/20/17,"$17,750.00 ",FALSE,TRUE,2,100 Block of Baker Street,94117,5,Haight Ashbury,"(37.772254695359, -122.440572356401)",112,7,11,3,9,5,11,15,"29,492"
B162052,6/13/16,1/25/17,"$22,597.00 ",FALSE,FALSE,6,400 Block of Moscow Street,94112,11,Excelsior,"(37.720512728155, -122.428284036383)",90,9,1,7,5,7,6,9,"28,861"
B162055,6/13/16,8/10/16,"$25,000.00 ",FALSE,FALSE,1,2300 Block of Folsom Street,94110,9,Mission,"(37.759701551186, -122.414696971221)",53,3,2,20,19,4,7,2,"28,859"
B162056,6/13/16,8/17/16,"$19,585.77 ",FALSE,FALSE,2,5800 Block of Mission Street,94112,11,Excelsior,"(37.709427548045, -122.450664127243)",58,9,1,7,5,7,6,9,"28,861"
B162060,6/15/16,8/30/16,"$30,025.81 ",FALSE,FALSE,2,3300 Block of 22nd Street,94110,8,Mission,"(37.755164223775, -122.422303225165)",52,3,5,20,19,4,5,2,"28,859"
B162061,6/16/16,8/8/16,"$18,000.00 ",FALSE,FALSE,1,2100 Block of Ellis Street,94115,2,Western Addition,"(37.781218604039, -122.441050130126)",13,7,6,39,41,5,1,15,"29,490"
B162065,6/17/16,7/21/16,"$20,700.00 ",FALSE,FALSE,1,3500 Block of California Street,94118,2,Presidio Heights,"(37.786570631707, -122.452592707342)",10,8,6,31,31,6,1,11,54
B162066,,6/17/16,"$100,000.00 ",FALSE,TRUE,2,200 Block of Burrows Street,94134,9,Portola,"(37.728496951247, -122.405607831995)",91,2,2,25,28,3,7,10,309
B162071,5/16/16,11/3/16,"$52,140.00 ",FALSE,FALSE,2,600 Block of Mansell Street,94134,9,Portola,"(37.720027531908, -122.407551043314)",91,2,2,25,28,3,7,10,309
B162175,6/21/16,10/24/16,"$44,137.54 ",FALSE,FALSE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614, -122.425843697547)",37,3,5,20,19,4,5,2,"28,859"
B162183,6/22/16,9/13/16,"$36,530.24 ",FALSE,FALSE,3,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.740790803465, -122.505556314021)",39,10,7,35,35,8,3,1,"29,491"
B162184,6/22/16,1/30/17,"$100,000.00 ",FALSE,FALSE,2,3300 Block of Scott Street,94123,2,Marina,"(37.80066672122, -122.441204489429)",17,4,6,13,17,9,1,13,57
B162185,6/22/16,9/2/16,"$8,000.00 ",FALSE,FALSE,2,3300 Block of Scott Street,94123,2,Marina,"(37.80066672122, -122.441204489429)",17,4,6,13,17,9,1,13,57
B162186,6/27/16,8/16/16,"$15,000.00 ",FALSE,FALSE,2,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.714011116114, -122.457547776797)",81,10,1,24,24,8,6,9,"28,861"
B162203,6/29/16,8/30/16,"$7,000.00 ",FALSE,FALSE,1,400 Block of Ofarrell Street,94102,6,Tenderloin,"(37.785890330987, -122.411725719958)",20,5,10,36,36,10,9,14,"28,852"
B162210,,6/30/16,"$12,500.00 ",FALSE,FALSE,1,0 Block of 7th Avenue,94118,2,Inner Richmond,"(37.78744603232, -122.46575026324)",4,8,6,11,11,6,1,11,54
B162270,6/30/16,9/26/16,"$10,000.00 ",FALSE,FALSE,1,0 Block of Stoneybrook Avenue,94112,11,Excelsior,"(37.730076017443, -122.421764183894)",94,9,1,7,5,7,6,9,"28,861"
B162276,7/5/16,7/5/16,"$6,000.00 ",FALSE,FALSE,1,4200 Block of 26th Street,94131,8,Noe Valley,"(37.747974989751, -122.434874223368)",84,3,5,22,22,4,5,2,63
B162277,,7/5/16,"$1,500.00 ",FALSE,FALSE,1,200 Block of 9th Street,94103,6,South of Market,"(37.774817064227, -122.412845031059)",32,1,10,34,34,2,9,8,"28,853"
B162280,7/7/16,8/31/16,"$5,000.00 ",FALSE,FALSE,1,3300 Block of Laguna Street,94123,2,Marina,"(37.801919228611, -122.431336142826)",17,4,6,13,17,9,1,13,57
B162283,7/7/16,3/27/17,"$99,999.28 ",FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.766322531418, -122.424723870636)",37,3,5,20,19,4,5,8,"28,853"
B162284,7/7/16,4/18/17,"$60,001.00 ",FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.766322531418, -122.424723870636)",37,3,5,20,19,4,5,8,"28,853"
B162285,7/7/16,3/6/17,"$100,006.81 ",FALSE,FALSE,1,1800 Block of 15th Street,94103,8,Mission,"(37.766322531418, -122.424723870636)",37,3,5,20,19,4,5,8,"28,853"
B162288,7/7/16,11/21/16,"$35,000.00 ",FALSE,FALSE,2,1800 Block of 24th Avenue,94122,4,Sunset/Parkside,"(37.753069088921, -122.481836048008)",39,10,7,35,35,8,3,1,56
B162289,7/7/16,9/19/16,"$63,120.00 ",FALSE,FALSE,1,2400 Block of 30th Avenue,94116,4,Sunset/Parkside,"(37.74159469109, -122.487480475643)",40,10,7,35,35,8,3,1,"29,491"
B162290,7/8/16,10/6/16,"$36,643.20 ",FALSE,FALSE,2,800 Block of York Street,94110,9,Mission,"(37.758467996571, -122.40879783772)",53,3,2,20,19,4,7,2,"28,859"
B162291,7/8/16,10/24/16,"$30,000.00 ",FALSE,FALSE,3,2000 Block of Green Street,94123,2,Marina,"(37.796524939147, -122.432847820606)",15,4,6,13,17,9,1,13,57
B162292,7/8/16,11/2/16,"$117,000.00 ",FALSE,FALSE,1,3500 Block of 17th Street,94110,8,Mission,"(37.76315412231, -122.425099107017)",37,3,5,20,19,4,5,8,"28,859"
B162294,,7/11/16,"$5,000.00 ",FALSE,FALSE,2,0 Block of Kramer Place,94133,3,North Beach,"(37.802080424987, -122.408254699837)",106,6,3,23,23,1,10,3,308
B162296,7/11/16,10/6/16,"$7,000.00 ",FALSE,FALSE,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.789374886518, -122.429717207144)",102,4,11,30,27,9,11,13,"29,490"
B162339,,7/12/16,"$66,700.00 ",FALSE,FALSE,4,900 Block of Central Avenue,94115,5,Lone Mountain/USF,"(37.778370223036, -122.445182906962)",97,7,11,18,16,5,11,15,54
B162342,7/13/16,9/12/16,"$14,580.00 ",FALSE,FALSE,2,700 Block of 16th Avenue,94118,1,Outer Richmond,"(37.773947007225, -122.474549426205)",5,8,4,29,26,6,2,11,54
B162343,7/13/16,10/17/16,"$40,000.00 ",FALSE,TRUE,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.767926932022, -122.448269733897)",29,7,11,3,9,5,11,15,"29,492"
B162344,7/13/16,10/17/16,"$40,000.00 ",FALSE,FALSE,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.767926932022, -122.448269733897)",29,7,11,3,9,5,11,15,"29,492"
B162345,7/14/16,9/2/16,"$50,000.00 ",FALSE,TRUE,1,400 Block of Elizabeth Street,94114,8,Noe Valley,"(37.752239105861, -122.430833708522)",84,3,5,22,22,4,5,2,"28,862"
B162346,7/12/16,12/2/16,"$90,000.00 ",FALSE,FALSE,2,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674, -122.442299447306)",24,7,11,18,16,5,11,15,"29,492"
B162348,,7/18/16,"$140,000.00 ",FALSE,FALSE,2,0 Block of Washburn Street,94103,6,South of Market,"(37.77523622303, -122.414406294387)",32,1,10,34,34,2,9,8,"28,853"
B162397,7/19/16,1/18/17,"$95,000.00 ",FALSE,FALSE,3,2600 Block of Hyde Street,94109,2,Russian Hill,"(37.80546967914, -122.420387742417)",98,6,6,32,32,1,1,5,"28,858"
B162399,7/20/16,12/23/16,"$25,000.00 ",FALSE,FALSE,1,1200 Block of Vallejo Street,94109,3,Russian Hill,"(37.797383384211, -122.417839988529)",107,6,3,32,32,1,10,5,"28,858"
B162400,7/20/16,2/22/17,"$60,000.00 ",FALSE,FALSE,4,1200 Block of 30th Avenue,94122,4,Sunset/Parkside,"(37.763988755256, -122.488906825253)",39,10,7,35,35,8,3,1,56
B162401,,7/21/16,"$31,250.00 ",FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.779381465353, -122.435357598678)",97,4,11,39,41,5,11,15,"29,490"
B162402,,7/21/16,"$48,500.00 ",FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.779381465353, -122.435357598678)",97,4,11,39,41,5,11,15,"29,490"
B162405,7/22/16,11/1/16,"$32,750.00 ",FALSE,TRUE,2,0 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.740449686409, -122.421267489444)",83,9,2,2,2,7,7,2,"28,859"
B162407,7/22/16,4/10/17,"$50,000.00 ",FALSE,FALSE,4,1300 Block of Mcallister Street,94115,5,Western Addition,"(37.778371858034, -122.434240837304)",97,4,11,39,41,5,11,15,"29,490"
B162466,7/25/16,1/6/17,"$32,500.00 ",FALSE,TRUE,1,200 Block of 12th Avenue,94118,1,Inner Richmond,"(37.783591589024, -122.470844646041)",5,8,4,11,11,6,2,11,54
B162469,7/25/16,9/16/16,"$32,900.00 ",FALSE,TRUE,2,1400 Block of Oakdale Avenue,94124,10,Bayview Hunters Point,"(37.732955634541, -122.387590806567)",86,2,9,1,1,3,8,10,58
B162477,7/27/16,12/29/16,"$7,500.00 ",FALSE,FALSE,1,500 Block of Bartlett Street,94110,9,Mission,"(37.748572425162, -122.419277597921)",53,3,2,20,19,4,7,2,"28,859"
B162479,7/27/16,11/1/16,"$54,859.24 ",FALSE,FALSE,2,1400 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.760013295211, -122.494005782802)",39,10,7,35,35,8,3,1,56
B162480,7/1/16,8/30/16,"$14,880.00 ",FALSE,FALSE,2,400 Block of Moscow Street,94112,11,Excelsior,"(37.720512728155, -122.428284036383)",90,9,1,7,5,7,6,9,"28,861"
B162481,7/28/16,8/15/16,"$37,500.00 ",FALSE,TRUE,2,800 Block of Goettingen Street,94134,9,Portola,"(37.721397785707, -122.40435712373)",91,2,2,25,28,3,7,10,309
B162518,8/1/16,10/11/16,"$40,000.00 ",FALSE,FALSE,4,3400 Block of Mission Street,94110,9,Bernal Heights,"(37.741368855583, -122.422541993376)",83,9,2,2,2,7,7,2,"28,859"
B162519,,8/1/16,"$25,000.00 ",FALSE,TRUE,1,1600 Block of Washington Street,94109,3,Russian Hill,"(37.793416640271, -122.420415462262)",105,4,3,32,32,9,10,13,"28,858"
B162520,8/2/16,3/1/17,"$14,500.00 ",FALSE,FALSE,2,0 Block of Malta Drive,94131,7,West of Twin Peaks,"(37.735431000536, -122.443949690749)",72,9,8,41,40,7,4,9,63
B162522,8/2/16,9/22/16,"$25,000.00 ",FALSE,FALSE,1,600 Block of Baker Street,94117,5,Western Addition,"(37.776912870426, -122.441514932469)",97,7,11,39,41,5,11,15,"29,492"
B162530,8/4/16,12/15/16,"$95,000.00 ",FALSE,TRUE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614, -122.425843697547)",37,3,5,20,19,4,5,2,"28,859"
B162531,8/5/16,11/6/17,"$51,158.00 ",FALSE,FALSE,1,700 Block of Douglass Street,94114,8,Noe Valley,"(37.75222428856, -122.438658355622)",51,3,5,22,22,4,5,2,"28,862"
B162558,8/9/16,10/25/16,"$30,000.00 ",FALSE,FALSE,2,900 Block of Sanchez Street,94114,8,Noe Valley,"(37.753561848684, -122.42977713006)",52,3,5,22,22,4,5,2,"28,862"
B162565,8/10/16,5/5/17,"$27,000.00 ",FALSE,FALSE,1,100 Block of Charles Street,94131,8,Glen Park,"(37.73833695188, -122.425660801005)",59,9,5,10,7,7,5,2,63
B162568,8/11/16,12/13/16,"$7,000.00 ",FALSE,TRUE,1,2300 Block of 39th Avenue,94116,4,Sunset/Parkside,"(37.743036028651, -122.497251348542)",39,10,7,35,35,8,3,1,"29,491"
B162571,8/11/16,10/27/16,"$6,000.00 ",FALSE,TRUE,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.775977386914, -122.437143056905)",23,4,11,9,10,5,11,15,"29,492"
B162655,,8/11/16,"$29,451.00 ",FALSE,FALSE,4,2700 Block of 36th Avenue,94116,4,Sunset/Parkside,"(37.735784076432, -122.493404518526)",40,10,7,35,35,8,3,1,"29,491"
